Year,Primary Type,Description,Location
2015,THEFT,RETAIL THEFT,"(41.892753031, -87.624193896)"
2015,THEFT,RETAIL THEFT,"(41.910764867, -87.658120918)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.750435417, -87.65793843)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.785520701, -87.694790881)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.731216132, -87.548528791)"
2015,THEFT,FROM BUILDING,"(41.876620177, -87.62428048)"
2015,THEFT,FROM BUILDING,"(41.891410315, -87.670459521)"
2015,THEFT,FROM BUILDING,"(41.876620177, -87.62428048)"
2015,THEFT,$500 AND UNDER,"(41.686378123, -87.637349091)"
2015,THEFT,OVER $500,"(41.787362406, -87.694842274)"
2015,BURGLARY,FORCIBLE ENTRY,
2015,CRIMINAL TRESPASS,TO VEHICLE,"(41.95056109, -87.65200308)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.756213609, -87.563892231)"
2015,THEFT,$500 AND UNDER,"(41.996376893, -87.705669761)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.789517996, -87.657183653)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.974130557, -87.842771968)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.963466663, -87.739908403)"
2015,BATTERY,SIMPLE,"(41.749458736, -87.662203308)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.767510047, -87.616209119)"
2015,THEFT,$500 AND UNDER,"(41.918130977, -87.651719855)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.918130977, -87.651719855)"
2015,ROBBERY,ARMED: HANDGUN,"(41.708280992, -87.642870023)"
2015,THEFT,RETAIL THEFT,"(41.91244802, -87.653165399)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.980151177, -87.840169657)"
2015,BATTERY,SIMPLE,"(41.954376762, -87.662462099)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.878019617, -87.754979909)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.736408358, -87.554173909)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.762298424, -87.650406338)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.753925242, -87.66907609)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.838148963, -87.638275827)"
2015,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,"(41.769185486, -87.625732415)"
2015,OTHER OFFENSE,LICENSE VIOLATION,"(41.880773289, -87.721836097)"
2015,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,"(41.676910373, -87.559284587)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.869750715, -87.774282126)"
2015,THEFT,OVER $500,
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.734156069, -87.650030407)"
2015,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,"(41.941595529, -87.721141358)"
2015,THEFT,$500 AND UNDER,"(41.766877777, -87.718776712)"
2015,ROBBERY,ARMED: HANDGUN,"(41.801507273, -87.651064769)"
2015,BATTERY,SIMPLE,"(41.736599019, -87.575707974)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.736095551, -87.721477425)"
2015,BATTERY,SIMPLE,"(42.016507821, -87.674258681)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.966235788, -87.657072182)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.932699012, -87.707444777)"
2015,THEFT,OVER $500,"(41.890098852, -87.646688918)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.776643254, -87.665410168)"
2015,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"(41.88476485, -87.752778091)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.844407301, -87.712794506)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.862732107, -87.694526175)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.75811585, -87.583466898)"
2015,THEFT,$500 AND UNDER,"(41.949601428, -87.805949224)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.6913679, -87.713681763)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.751733661, -87.565756125)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.910469844, -87.751630444)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.909240949, -87.776648938)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.860346575, -87.710371769)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.687352338, -87.648307264)"
2015,THEFT,RETAIL THEFT,"(42.019399237, -87.675049485)"
2015,THEFT,$500 AND UNDER,"(41.904991171, -87.678044463)"
2015,THEFT,OVER $500,"(41.885300555, -87.667900596)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.866231446, -87.720796204)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.774593079, -87.781139938)"
2015,THEFT,RETAIL THEFT,"(41.751164599, -87.612198632)"
2015,ASSAULT,SIMPLE,"(41.722400906, -87.53609733)"
2015,BATTERY,SIMPLE,"(41.831206459, -87.612530139)"
2015,THEFT,FROM BUILDING,"(41.901073698, -87.63136393)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.873761627, -87.699545765)"
2015,ASSAULT,SIMPLE,"(41.7128602, -87.592464611)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.894556302, -87.624243734)"
2015,BATTERY,AGG PO HANDS NO/MIN INJURY,"(41.873699424, -87.704705156)"
2015,ASSAULT,SIMPLE,"(41.729750347, -87.662888405)"
2015,THEFT,$500 AND UNDER,"(41.951927266, -87.782880152)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,"(41.896651083, -87.63019659)"
2015,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,"(41.780155491, -87.586451255)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.735073873, -87.544411341)"
2015,THEFT,OVER $500,"(41.884930978, -87.716221792)"
2015,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,"(41.76113031, -87.67693716)"
2015,ASSAULT,SIMPLE,"(41.761040381, -87.633343084)"
2015,THEFT,RETAIL THEFT,"(41.796216157, -87.723245665)"
2015,THEFT,OVER $500,"(41.730106148, -87.548340808)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.787892019, -87.714392203)"
2015,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,"(41.796125995, -87.730599451)"
2015,CRIMINAL TRESPASS,TO VEHICLE,"(41.963353971, -87.760952199)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.679413382, -87.641959693)"
2015,THEFT,FROM BUILDING,"(41.892694268, -87.631154519)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,
2015,THEFT,OVER $500,"(42.005168784, -87.682422303)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.933571113, -87.796783133)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.778840516, -87.703135682)"
2015,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,"(41.702875023, -87.605136182)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.888639337, -87.72100086)"
2015,BATTERY,SIMPLE,"(41.880257693, -87.764070225)"
2015,THEFT,RETAIL THEFT,"(41.765558228, -87.622733535)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.732945351, -87.608306453)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.918646522, -87.64613311)"
2015,BATTERY,SIMPLE,"(41.936951355, -87.694767335)"
2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"(41.805024928, -87.724724588)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.879658467, -87.734206913)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.691653719, -87.641147626)"
2015,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,"(41.855309722, -87.648936879)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.680306194, -87.638468805)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.686367139, -87.633732093)"
2015,NARCOTICS,POSS: SYNTHETIC DRUGS,"(41.880399914, -87.753008553)"
2015,BATTERY,SIMPLE,"(41.784406505, -87.666766917)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.929579541, -87.667091479)"
2015,BATTERY,SIMPLE,"(41.779975054, -87.630937377)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.878234402, -87.626605359)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.80890316, -87.618139193)"
2015,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,"(41.877585867, -87.683123746)"
2015,THEFT,$500 AND UNDER,"(41.726219145, -87.567294437)"
2015,ASSAULT,SIMPLE,"(42.007919177, -87.665351128)"
2015,THEFT,FROM BUILDING,"(41.893179406, -87.634656764)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.881948328, -87.733902763)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.695076886, -87.671596946)"
2015,THEFT,$500 AND UNDER,"(41.997318495, -87.687428253)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.76907549, -87.630165513)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.860003433, -87.733549773)"
2015,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"(41.71682876, -87.555139343)"
2015,THEFT,$500 AND UNDER,"(41.894544296, -87.622745318)"
2015,THEFT,$500 AND UNDER,"(41.705181142, -87.636256448)"
2015,THEFT,RETAIL THEFT,"(41.909804314, -87.651606387)"
2015,BATTERY,SIMPLE,"(41.903209339, -87.626991218)"
2015,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,"(41.727070351, -87.599748972)"
2015,THEFT,RETAIL THEFT,"(41.678519693, -87.662497935)"
2015,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,"(41.970599981, -87.714649091)"
2015,ROBBERY,ARMED: HANDGUN,"(41.735977339, -87.736042443)"
2015,THEFT,OVER $500,"(42.007022347, -87.673506661)"
2015,THEFT,RETAIL THEFT,"(41.897895128, -87.624096605)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.935432921, -87.668504341)"
2015,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"(41.890254373, -87.752981802)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.889524872, -87.61696882)"
2015,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,"(41.860377234, -87.70793395)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.767886902, -87.656619053)"
2015,BATTERY,SIMPLE,"(41.776981174, -87.754491774)"
2015,THEFT,OVER $500,"(41.879665142, -87.704654033)"
2015,THEFT,FROM BUILDING,"(41.88249622, -87.624380767)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.893718249, -87.753108379)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.773786968, -87.684173165)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.892287485, -87.77504792)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,
2015,THEFT,$500 AND UNDER,"(41.93991842, -87.653288878)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.964744823, -87.714830759)"
2015,BATTERY,SIMPLE,"(41.823330172, -87.699518716)"
2015,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,"(41.938310054, -87.639486362)"
2015,THEFT,POCKET-PICKING,"(41.935432921, -87.668504341)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.749574862, -87.648859142)"
2015,THEFT,$500 AND UNDER,"(41.822765087, -87.695594989)"
2015,THEFT,$500 AND UNDER,"(41.795059807, -87.597096551)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.991209409, -87.70064056)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(42.019371503, -87.671181992)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.876607964, -87.627644063)"
2015,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,"(41.930334169, -87.639289833)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.871025414, -87.699510379)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.765356327, -87.673547448)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.737621748, -87.604850042)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.884807342, -87.75033191)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.907518486, -87.674186987)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.742829558, -87.647512718)"
2015,THEFT,$500 AND UNDER,"(41.868571426, -87.660331074)"
2015,BATTERY,AGGRAVATED OF A UNBORN CHILD,"(41.976454275, -87.778163894)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.76015578, -87.556752911)"
2015,THEFT,RETAIL THEFT,"(41.680418426, -87.662437948)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.781353265, -87.635083754)"
2015,THEFT,$500 AND UNDER,"(41.748697206, -87.603896643)"
2015,BATTERY,SIMPLE,"(41.805242489, -87.722283431)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.896061713, -87.712673039)"
2015,THEFT,$500 AND UNDER,"(41.882774244, -87.629427024)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.778712726, -87.686073963)"
2015,ASSAULT,SIMPLE,"(41.798071266, -87.704913039)"
2015,THEFT,FROM BUILDING,
2015,THEFT,OVER $500,"(41.760830644, -87.652789673)"
2015,THEFT,OVER $500,"(41.955249179, -87.666188174)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.94955828, -87.647198103)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.792210513, -87.624023407)"
2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"(41.690383529, -87.659225989)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.737818097, -87.608559422)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.76469494, -87.564520335)"
2015,THEFT,$500 AND UNDER,"(41.775716073, -87.611919998)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.842055225, -87.706182021)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.790271821, -87.615871139)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.896943556, -87.624206307)"
2015,THEFT,FROM BUILDING,"(41.830651986, -87.62664099)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,
2015,THEFT,$500 AND UNDER,"(41.805918599, -87.670974742)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.906765676, -87.732550205)"
2015,THEFT,$500 AND UNDER,"(41.656297045, -87.607563962)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.898402608, -87.771865139)"
2015,NARCOTICS,POSS: HALLUCINOGENS,"(41.910467863, -87.751781089)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.707948532, -87.57489817)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.813144404, -87.608719612)"
2015,ASSAULT,SIMPLE,"(41.968256378, -87.7264644)"
2015,ASSAULT,SIMPLE,"(41.968256378, -87.7264644)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.892721431, -87.712573157)"
2015,BATTERY,SIMPLE,"(41.886202772, -87.620685715)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.772220171, -87.66223737)"
2015,THEFT,$500 AND UNDER,"(41.931120002, -87.676784841)"
2015,ASSAULT,SIMPLE,"(41.838364387, -87.658757771)"
2015,THEFT,POCKET-PICKING,"(41.754366263, -87.59434401)"
2015,THEFT,RETAIL THEFT,"(41.93374417, -87.644581852)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.919064458, -87.692788866)"
2015,THEFT,OVER $500,"(41.707326665, -87.613029338)"
2015,THEFT,ATTEMPT THEFT,"(41.82386008, -87.615162409)"
2015,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,"(41.762821678, -87.561408794)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(42.012806272, -87.66482899)"
2015,OTHER OFFENSE,LICENSE VIOLATION,"(41.750299894, -87.667632935)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.894272651, -87.726052394)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.777126398, -87.649574464)"
2015,THEFT,OVER $500,"(41.758868246, -87.576838856)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.853154037, -87.702858207)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.851786209, -87.703642439)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.851785967, -87.703598396)"
2015,BATTERY,SIMPLE,"(41.768797245, -87.647236204)"
2015,THEFT,RETAIL THEFT,"(41.786735319, -87.665162422)"
2015,THEFT,RETAIL THEFT,"(41.953436358, -87.746273229)"
2015,THEFT,FROM BUILDING,"(41.868536162, -87.6622773)"
2015,THEFT,$500 AND UNDER,"(41.863165302, -87.690520339)"
2015,BATTERY,SIMPLE,"(41.796478772, -87.647674501)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.851786209, -87.703642439)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.725789447, -87.598997917)"
2015,THEFT,OVER $500,"(41.861753147, -87.645248527)"
2015,THEFT,$500 AND UNDER,"(41.877499852, -87.666685333)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.777273199, -87.690201936)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.744957182, -87.613543301)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.936426386, -87.790051724)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.932618967, -87.698860515)"
2015,THEFT,OVER $500,"(41.896943556, -87.624206307)"
2015,THEFT,$500 AND UNDER,
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.839804007, -87.627964177)"
2015,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.7895197, -87.629146413)"
2015,THEFT,RETAIL THEFT,"(41.899945921, -87.627798561)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.865187617, -87.646860086)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.802564095, -87.65994763)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.735878751, -87.715324186)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.7561488, -87.578531041)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.890042128, -87.756608645)"
2015,BATTERY,SIMPLE,"(41.748465764, -87.668894176)"
2015,THEFT,$500 AND UNDER,"(41.737094305, -87.572998178)"
2015,BATTERY,SIMPLE,"(41.946542477, -87.736084376)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.748223081, -87.653677744)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.879213738, -87.699914179)"
2015,ASSAULT,SIMPLE,"(41.786540217, -87.715622566)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.935428738, -87.783396923)"
2015,NARCOTICS,MANU/DELIVER:COCAINE,"(41.808500903, -87.616562762)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.804018321, -87.674577699)"
2015,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,"(41.90583833, -87.687102162)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.791496022, -87.716572421)"
2015,OTHER OFFENSE,ABUSE/NEGLECT: CARE FACILITY,"(41.871630985, -87.705841593)"
2015,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,"(41.736257529, -87.588114209)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.935433831, -87.727694487)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.784459969, -87.653412508)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.812780011, -87.691893746)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.771226087, -87.611431428)"
2015,ASSAULT,SIMPLE,"(41.702771698, -87.562369146)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.751769296, -87.563289319)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.875367424, -87.627620993)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.742429529, -87.706225362)"
2015,ROBBERY,ARMED: HANDGUN,"(41.76082964, -87.564320903)"
2015,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,"(41.692041778, -87.665923635)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.757481308, -87.557745407)"
2015,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,"(41.851393305, -87.723903515)"
2015,THEFT,RETAIL THEFT,"(41.794323774, -87.643883594)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.961993001, -87.724185398)"
2015,THEFT,OVER $500,"(41.682473144, -87.636025684)"
2015,BURGLARY,HOME INVASION,"(41.768537094, -87.614122885)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.77655283, -87.632719819)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.739265865, -87.604893749)"
2015,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"(41.866176234, -87.724864529)"
2015,THEFT,OVER $500,"(41.87435219, -87.726057418)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.894233125, -87.708959073)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.737638089, -87.64305762)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.853121148, -87.674030042)"
2015,BURGLARY,FORCIBLE ENTRY,
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.929579541, -87.667091479)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.79054357, -87.780130326)"
2015,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,"(41.783864682, -87.616873887)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.812809432, -87.704160069)"
2015,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,"(41.910914175, -87.648578343)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.954881682, -87.669066936)"
2015,THEFT,$500 AND UNDER,
2015,THEFT,$500 AND UNDER,"(41.946274924, -87.650666587)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.67807221, -87.61964452)"
2015,BATTERY,SIMPLE,"(41.665814864, -87.558853882)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.908661082, -87.72405346)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.765444001, -87.626906181)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.878827237, -87.729022437)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,"(41.727800215, -87.631810063)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.889561428, -87.620196651)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.872274452, -87.764581664)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.756640447, -87.663590843)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.792282072, -87.626728916)"
2015,BATTERY,SIMPLE,"(41.850850988, -87.717412018)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.73365047, -87.557845321)"
2015,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"(41.710683135, -87.593189133)"
2015,NARCOTICS,POSS: CRACK,"(41.901487821, -87.706746857)"
2015,CRIMINAL TRESPASS,TO LAND,"(42.018496028, -87.675942011)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.963466663, -87.739908403)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.899446926, -87.754481726)"
2015,THEFT,FROM BUILDING,"(41.989547243, -87.660253739)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.786264639, -87.666810004)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.671712193, -87.626079895)"
2015,ASSAULT,SIMPLE,"(41.875132462, -87.736173215)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.936181069, -87.719065139)"
2015,THEFT,RETAIL THEFT,"(41.72187776, -87.614896187)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.763058675, -87.629054616)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.78769009, -87.698509504)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.860153188, -87.694155381)"
2015,THEFT,OVER $500,"(41.734340891, -87.570795755)"
2015,THEFT,FROM BUILDING,"(41.763355055, -87.613993823)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.908764669, -87.67471788)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.897524786, -87.704673571)"
2015,THEFT,$500 AND UNDER,"(41.738000689, -87.624187902)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.770408737, -87.628296046)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.860189299, -87.691772572)"
2015,BURGLARY,FORCIBLE ENTRY,"(42.010377517, -87.663860937)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.966730075, -87.695488581)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.811800093, -87.616654368)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.84939775, -87.679408614)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.766932865, -87.624914075)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.87949161, -87.745999461)"
2015,THEFT,$500 AND UNDER,"(41.747636668, -87.563741805)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.830697249, -87.614476891)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.912847607, -87.716636312)"
2015,THEFT,OVER $500,"(41.794727026, -87.587624299)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.892477744, -87.663352636)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"(41.914484227, -87.724031146)"
2015,BATTERY,SIMPLE,"(41.902437713, -87.687011559)"
2015,THEFT,POCKET-PICKING,"(41.885888079, -87.627942238)"
2015,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME","(41.939679646, -87.738287569)"
2015,BATTERY,SIMPLE,"(41.765144004, -87.615256773)"
2015,ASSAULT,SIMPLE,"(41.760776, -87.667348735)"
2015,THEFT,$500 AND UNDER,"(41.878885736, -87.701147546)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.88489739, -87.766676821)"
2015,ASSAULT,SIMPLE,"(41.880259418, -87.763864571)"
2015,BATTERY,SIMPLE,"(41.778588585, -87.698250977)"
2015,THEFT,OVER $500,"(41.760327809, -87.702697421)"
